Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,30-08-2025,2025,8,30,,20.3,,3.1,,11.7,,6.3,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,31-08-2025,2025,8,31,,23.8,,3.5,,13.7,,4.3,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,01-09-2025,2025,9,1,,25.7,,4.8,,15.3,,2.7,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,02-09-2025,2025,9,2,,24.5,,7.8,,16.2,,1.8,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,03-09-2025,2025,9,3,,25,,5.7,,15.3,,2.7,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,04-09-2025,2025,9,4,,15,,1.4,,8.2,,9.8,,0,,,,,,12.5,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,05-09-2025,2025,9,5,,18.6,,0.8,,9.7,,8.3,,0,,,,,,17,,,,22,,33,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,06-09-2025,2025,9,6,,15.2,,6.9,,11,,7,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,07-09-2025,2025,9,7,,15.4,,4.5,,10,,8,,0,,,,,,0.4,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,08-09-2025,2025,9,8,,16.3,,0.1,,8.2,,9.8,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,09-09-2025,2025,9,9,,20.1,,-0.7,,9.7,,8.3,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,10-09-2025,2025,9,10,,22.8,,1.7,,12.3,,5.7,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,11-09-2025,2025,9,11,,20.1,,3.4,,11.7,,6.3,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,12-09-2025,2025,9,12,,20.6,,-0.5,,10,,8,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,13-09-2025,2025,9,13,,22.8,,10,,16.4,,1.6,,0,,,,,,0.7,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,14-09-2025,2025,9,14,,21.3,,6,,13.6,,4.4,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,15-09-2025,2025,9,15,,23.1,,3,,13,,5,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,16-09-2025,2025,9,16,,25.3,,3.1,,14.2,,3.8,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,17-09-2025,2025,9,17,,26.3,,4.1,,15.2,,2.8,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,18-09-2025,2025,9,18,,22.9,,6.9,,14.9,,3.1,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,19-09-2025,2025,9,19,,17.1,,-0.2,,8.4,,9.6,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,20-09-2025,2025,9,20,,17.5,,-2.7,,7.4,,10.6,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,21-09-2025,2025,9,21,,24.6,,-3.3,,10.7,,7.3,,0,,,,,,1.1,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,22-09-2025,2025,9,22,,20.5,,14.2,,17.3,,0.7,,0,,,,,,1.5,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,23-09-2025,2025,9,23,,20.7,,15,,17.9,,0.1,,0,,,,,,16.4,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,24-09-2025,2025,9,24,,21.1,,13.3,,17.2,,0.8,,0,,,,,,13.4,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,25-09-2025,2025,9,25,,17.6,,11.8,,14.7,,3.3,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,26-09-2025,2025,9,26,,19.3,,11.8,,15.6,,2.4,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,27-09-2025,2025,9,27,,21.6,,7.9,,14.8,,3.2,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,28-09-2025,2025,9,28,,22.4,,5.4,,13.9,,4.1,,0,,,,,,0,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,29-09-2025,2025,9,29,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,30-09-2025,2025,9,30,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,01-10-2025,2025,10,1,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,02-10-2025,2025,10,2,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,03-10-2025,2025,10,3,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,04-10-2025,2025,10,4,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,05-10-2025,2025,10,5,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,06-10-2025,2025,10,6,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,07-10-2025,2025,10,7,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,08-10-2025,2025,10,8,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,09-10-2025,2025,10,9,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,10-10-2025,2025,10,10,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,11-10-2025,2025,10,11,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,12-10-2025,2025,10,12,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,13-10-2025,2025,10,13,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,14-10-2025,2025,10,14,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,15-10-2025,2025,10,15,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,16-10-2025,2025,10,16,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,17-10-2025,2025,10,17,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,18-10-2025,2025,10,18,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,19-10-2025,2025,10,19,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,20-10-2025,2025,10,20,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,21-10-2025,2025,10,21,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,22-10-2025,2025,10,22,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,23-10-2025,2025,10,23,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,24-10-2025,2025,10,24,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,25-10-2025,2025,10,25,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,26-10-2025,2025,10,26,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,27-10-2025,2025,10,27,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,28-10-2025,2025,10,28,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,29-10-2025,2025,10,29,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,30-10-2025,2025,10,30,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,31-10-2025,2025,10,31,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,01-11-2025,2025,11,1,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,02-11-2025,2025,11,2,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,03-11-2025,2025,11,3,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,04-11-2025,2025,11,4,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,05-11-2025,2025,11,5,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,06-11-2025,2025,11,6,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,07-11-2025,2025,11,7,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,08-11-2025,2025,11,8,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,09-11-2025,2025,11,9,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,10-11-2025,2025,11,10,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,11-11-2025,2025,11,11,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,12-11-2025,2025,11,12,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,13-11-2025,2025,11,13,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,14-11-2025,2025,11,14,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,15-11-2025,2025,11,15,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,16-11-2025,2025,11,16,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,17-11-2025,2025,11,17,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,18-11-2025,2025,11,18,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,19-11-2025,2025,11,19,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,20-11-2025,2025,11,20,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,21-11-2025,2025,11,21,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,22-11-2025,2025,11,22,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,23-11-2025,2025,11,23,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,24-11-2025,2025,11,24,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,25-11-2025,2025,11,25,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,26-11-2025,2025,11,26,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,27-11-2025,2025,11,27,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,28-11-2025,2025,11,28,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,29-11-2025,2025,11,29,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,30-11-2025,2025,11,30,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,01-12-2025,2025,12,1,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,02-12-2025,2025,12,2,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,03-12-2025,2025,12,3,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,04-12-2025,2025,12,4,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,05-12-2025,2025,12,5,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,06-12-2025,2025,12,6,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,07-12-2025,2025,12,7,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,08-12-2025,2025,12,8,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,09-12-2025,2025,12,9,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,10-12-2025,2025,12,10,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,11-12-2025,2025,12,11,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,12-12-2025,2025,12,12,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,13-12-2025,2025,12,13,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,14-12-2025,2025,12,14,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,15-12-2025,2025,12,15,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,16-12-2025,2025,12,16,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,17-12-2025,2025,12,17,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,18-12-2025,2025,12,18,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,19-12-2025,2025,12,19,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,20-12-2025,2025,12,20,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,21-12-2025,2025,12,21,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,22-12-2025,2025,12,22,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,23-12-2025,2025,12,23,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,24-12-2025,2025,12,24,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,25-12-2025,2025,12,25,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,26-12-2025,2025,12,26,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,27-12-2025,2025,12,27,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,28-12-2025,2025,12,28,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,29-12-2025,2025,12,29,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,30-12-2025,2025,12,30,,,,,,,,,,,,,,,,,,,,,,,
-78.27,45.53,ALGONQUIN PARK EAST GATE,6080192,31-12-2025,2025,12,31,,,,,,,,,,,,,,,,,,,,,,,
